title,company,rating,review_count,urgently_hiring,snippet,dradis_job,new_job,sponsored,featured_employer,indeed_applyable,source_id,job_location_postal,salary_min,salary_max,company_has_link,job_type_Full-time,job_type_Part-time,job_type_Temporary,job_type_Contract,job_type_Internship,job_type_N/A,relative_time,activity_date,activity_date_na,location_remote,no_postal,remote_work_model,hires_needed_na,hires_needed_exact_na,hires_needed_exact
Software Engineer,KBR,4.1,4308,False,"The candidate will establish relationships with end customers, obtain and refine requirements, build agreed upon schedules and mentor software staff to deliver",False,False,True,False,False,15403,55317.0,85900,128900,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Sr. Software Engineer - APIs and Microservices,loanDepot,3.1,506,True,Designs software for reliability and automated deployment by creating detailed unit tests using an appropriate testing framework.,True,False,True,False,True,16619159,55317.0,105000,140000,True,True,False,False,False,False,False,31,-1,True,False,True,1,False,False,6
"Software Engineer, TikTok Frontend",TikTok,3.8,19,False,"BA/BS Degree in Computer Science or related major, 2+ years of industry experience in a software development environment;",True,False,True,False,True,9017914,55317.0,94901,192951,True,True,False,False,False,False,False,31,-1,True,False,True,1,False,False,0
Senior ASP.Net Developer,Spark Development Network,4.0,4,True,"We offer competitive salaries to qualified applicants.
 Creating innovative solutions to solve the needs of the fastest growing churches.",True,False,True,True,True,5700165,85373.0,70000,120000,True,True,False,False,False,False,False,31,3,False,False,False,1,False,False,1
Cloud Engineer,Roc Search,4.1,16,False,"The position is a full-time, permanent role.
 Experienced with CI/CD and Python Scripting.
 Kubernetes experience is a plus!
 *No Sponsorship at this time*.",True,False,True,False,True,6017465,55317.0,100000,150000,True,True,False,False,False,False,False,23,6,False,True,True,2,True,False,3
Software Engineer,Broadband Antenna Tracking Systems,0.0,0,False,"A Software Engineer that supports all aspects of software design, ranging from preliminary concept to tested and documented code.",True,False,True,False,True,920845,46268.0,65000,105000,False,True,False,False,False,False,False,31,-1,True,False,False,0,True,False,1
Full Stack Developer - Software Development Engineer for PHP SaaS Projects,Moxxi Marketing,0.0,0,False,"Actively mentor peers across software engineering.
 Full-time position in office ***NO REMOTE WORK AVAILABLE****.
 Experience with Amazon Web Service.",True,False,True,False,True,13714082,34134.0,75000,95000,False,True,False,False,False,False,False,31,9,False,False,False,0,True,False,1
DEO-APPLICATION SYSTEMS PROGRAMMER II,The State of Florida,3.5,1530,False,"3+ years of experience with software development practices.
 DEO encourages its employees to constantly innovate and seek efficiencies.",False,False,False,False,False,5911254,32399.0,40950,50000,True,False,False,False,False,False,True,23,-1,True,False,False,0,True,True,0
Software Engineer,Tel-Instrument Electronics Corp.,0.0,0,False,"Background in software development under Linux.
 7+ years of object-oriented C/C++ software development experience.
 This is a full-time on-site position.",True,True,True,False,True,20712098,7073.0,130000,140000,False,True,False,False,False,False,False,6,7,False,False,False,0,False,False,1
Senior FULL STACK Software Engineer,Applied Business Software,0.0,0,False,"Full software development life cycle.
 Applied Business Software, maker of The Mortgage Office loan servicing software is looking for a Web Developer with",True,False,True,False,True,14358775,55317.0,76164,141747,False,True,False,False,False,False,False,31,3,False,False,True,0,True,False,1
Full Stack Developer,"Keilman Business Consulting, Inc.",0.0,0,False,"A programming based degree or advanced certification and 2+ years working as a full stack developer, or 5+ years working as a full stack developer.",True,False,True,False,True,16462298,46601.0,70000,90000,False,True,False,False,False,False,False,31,2,False,False,False,0,False,False,1
"Solutions Engineer, Software",Liberty Mutual Insurance,3.6,4540,False,"Mentor associate engineers and senior leadership alike.
 We are looking for a change agent who will play a critical role moving our technology and business",False,False,True,True,False,213,55317.0,128200,177600,True,False,False,False,False,False,True,21,-1,True,True,True,2,True,True,0
Apigee Sr. Developer,Apar Technologies,0.0,0,False,5 to 8 years of overall IT experience with at least 3+ years of experience in API design &amp; development with Apigee API Gateway.,True,False,False,False,True,7697669,55317.0,13000,14000,False,True,False,False,False,False,False,22,3,False,False,True,0,False,False,2
Software Developer,BTI360,0.0,0,False,"Experience with object-oriented software development.
 We¡¦re looking for Software Engineers with knowledge of various data access patterns and underlying",True,False,True,False,True,11969321,20170.0,125000,220000,False,True,False,False,False,False,False,22,9,False,False,False,1,True,False,11
Senior Backend Engineer,Pie Insurance,0.0,0,False,"Have created software design and can make appropriate trade-offs.
 You¡¦ll be collaborating with other world-class engineers to drive automation, leverage our",False,False,False,False,False,10907996,55317.0,124000,180000,False,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Senior Software Engineer,Power Kiosk,0.0,0,False,"API Development or Integration experience (ex. REST, GraphQL, WebAPI).
 Experience interacting with inter-business members of other teams.",True,False,True,False,True,10238932,60654.0,80000,100000,False,True,False,False,False,False,False,31,3,False,False,False,1,True,False,1
Backend Engineer - 100% Remote - HealthTech,Michael Page,3.5,336,False,"Implement product features with Django and MySQL.
 Collaborate with the technical team to determine feature prioritization, requirements, and design.",False,True,True,False,True,3315,2110.0,100000,150000,True,False,False,False,False,False,True,5,-1,True,False,False,2,True,True,0
Sr. Mobile Application Developer,Kubica Corp,0.0,0,True,"You will be working with our engineers to develop and maintain high quality mobile applications.
 Develop and maintain high quality mobile applications for",True,False,True,False,True,14271214,48375.0,70000,110000,False,True,False,False,False,False,False,31,3,False,False,False,0,False,False,1
Senior Software Developer,Calculated Industries,3.5,4,False,"7+ years of software development experience with at least 5 developing mobile app solutions.
 Including a proprietary app building platform we plan to extend to",True,False,True,False,True,20640939,89706.0,90000,125000,True,True,False,False,False,False,False,13,-1,True,False,False,2,False,False,1
Principal Software Engineer,Liberty Mutual Insurance,3.6,4540,False,"You will collaborate closely with a team of solutions engineers, analysts, developers and test engineers to deliver complex software solutions, where",False,False,True,True,False,213,55317.0,119000,155000,True,False,False,False,False,False,True,31,-1,True,True,True,2,True,True,0
Senior Java Developer,Cquest,0.0,0,False,"Work closely with software engineering team and senior leadership to design and implement end-to-end solutions.
 MUST HAVE STRONG JAVA AND C++ EXPERIENCE*.",True,False,False,False,True,14721406,10022.0,200000,215000,False,True,False,False,False,False,False,8,5,False,False,False,1,False,False,1
"Mainframe Developer (W2 Only,No C2C)",KSM Technologies,0.0,0,False,"One of major client is looking for Mainframe developer.
 Job Types: Full-time, Contract.",True,False,False,False,True,15295005,55317.0,60000,75000,False,True,False,False,True,False,False,31,10,False,True,True,2,False,False,3
Back-End Software Developer |.Net Core| C# F#,Tiger Lilies Consulting,0.0,0,True,"Net Core, C# F#, Functional language, API, Unit testing, Full Life Cycle, Team player, CQRS, Onion Architecture.
 Integration with third-party applications.",True,False,True,False,True,10102491,55317.0,100000,150000,False,True,False,False,False,False,False,22,3,False,True,True,2,False,False,8
Frontend Staff Software Engineer - Jobseeker Profile,Indeed,4.3,824,False,"As a software engineer focused on user interfaces and the overall user experience, you will be expected to build new UIs, create reusable components, and",False,False,True,False,True,15530,55317.0,164000,239000,True,True,False,False,False,False,False,31,-1,True,True,True,2,True,True,0
Embedded Systems Engineer,Nortek,0.0,0,False,"The development will include the latest advances in transducer technology, hardware design, and signal processing algorithms.
 Del Mar, CA 92014 (Required).",True,False,True,True,True,12497450,92014.0,90000,150000,False,True,False,False,False,False,False,31,14,False,False,False,0,True,False,1
Software Engineer (GO 5+ years exp. req.),Kronologic,0.0,0,True,"Experience building scalable software (enterprise).
 Develop and support software including applications, database integration, interfaces, and new functionality",True,False,True,False,True,16123367,78701.0,90000,160000,False,True,False,False,False,False,False,12,3,False,False,False,1,True,False,1
Software Developer I,Mind Over Data,0.0,0,False,"Creates and modifies computer programs by converting project requirements into software code.
 Knowledge and understanding of one or more software development",True,True,True,False,True,12316902,38016.0,35000,65000,False,True,False,False,False,False,False,2,-1,True,False,False,2,False,False,2
Front End Engineer,Mage Technologies,0.0,0,True,"Can work autonomously and collaborate with other engineers.
 Build beautiful and intuitive AI tools for product developers (opportunity to learn AI coding as",True,False,True,False,True,20641489,95050.0,109842,160000,False,True,False,False,False,False,False,13,2,False,False,False,1,False,False,1
Software Engineer: Mobile,AlphaPoint,4.3,3,False,"The software engineer will collaborate with other members of the development team, quality assurance, and business stakeholders to build safe, reliable, fast",True,True,True,False,True,15708280,55317.0,90000,140000,True,True,False,False,False,False,False,0,-1,True,True,True,2,True,False,1
Senior PHP Developer (7+ yrs exp req),Round Sky Inc,0.0,0,True,"At peak we handle 500+ connections/second, in this environment mistakes are costly and time savings for code improvement are huge.
 Temporarily due to COVID-19.",True,False,True,False,True,2372936,89119.0,60000,120000,False,True,False,False,False,False,False,13,3,False,False,False,1,True,False,2
Senior Embedded Software Engineer,Punch Through,0.0,0,False,"Skills: * You are an engineer who can develop firmware and embedded software for connected products.
 You¡¦ll work closely with other embedded engineers, as well",True,False,True,False,True,20447989,55401.0,69396,132965,False,True,False,False,False,False,False,30,3,False,False,False,0,False,False,2
Computer Engineer,VoXt Enterprises,0.0,0,True,"Develop software and *computer* hardware systems to help organizations meet their business goals.
 They do everything from mastermind the functionality and",True,False,False,False,True,20477291,55317.0,70000,90000,False,True,True,True,True,True,False,21,2,False,True,True,2,False,False,3
Software Developer,SMRT Systems,0.0,0,False,"The software consists of several services &amp; queue workers running in the background.
 The product is a monolith running atop AWS that consists of several product",True,True,True,False,True,17366499,27516.0,95000,200000,False,True,False,False,False,False,False,2,-1,True,False,False,0,False,False,3
Principal Software Engineer,Ball Aerospace,3.7,150,False,"Astute ability in writing test scripts, test driven development, in an Agile software development environment, where built in automated test procedures are",False,False,False,False,False,15594,63005.0,142000,179000,True,False,False,False,False,False,True,31,-1,True,False,False,0,True,True,0
Software Engineering Manager - SMB Growth Engineering,Indeed,4.3,824,False,"Experience advising your team on architecture and implementation of software problems.
 5+ years experience in software engineering building complex web or",False,False,False,False,True,15530,55317.0,164000,239000,True,True,False,False,False,False,False,31,-1,True,True,True,2,True,True,0
DevOps Engineer,Ignidus Technology Inc,0.0,0,False,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to",True,False,True,False,True,18067616,55317.0,114841,167366,False,True,False,False,False,False,False,31,-1,True,False,True,1,False,False,1
Product Developer (SWE),Indeed,4.3,824,False,"Analyze large data sets to uncover business insights, solve various business problems, manage various operational processes and code software.",False,True,True,True,True,15530,55317.0,94000,136000,True,True,False,False,False,False,False,2,-1,True,True,True,2,True,True,0
Front End Developer,Ztek Consulting Inc.,0.0,0,False,"Provides the necessary documentation to support the software Development Life Cycle.
 Ensures application of systems thinking principles, allowing team members",True,False,False,False,True,3842905,55317.0,95154,192156,False,True,False,False,False,False,False,20,16,False,False,True,2,False,False,2
"Solutions Engineer, Software",Liberty Mutual Insurance,3.6,4540,False,"Knowledgeable in software engineering languages and tools; proficient in new and emerging technologies.
 As a Solutions Engineer you will work with your product",False,False,True,True,False,213,55317.0,150000,200000,True,False,False,False,False,False,True,31,-1,True,True,True,2,True,True,0
Software Engineer,Systems Automated,0.0,0,False,"From initial concept, through engineering, installation and service ¡V we utilize our team of engineers and in-house installation crews to deliver on our",True,False,True,False,True,1130979,55317.0,70000,90000,False,True,False,False,False,False,False,31,-1,True,False,True,0,True,False,1
Lead Full-Stack Javascript Engineer,Koyfin,0.0,0,False,"Provide technical leadership, code reviews and mentoring to engineers on your team.
 Understanding of software development life cycle, including CI/CD and",True,False,True,False,True,16990884,10018.0,112000,152000,False,True,False,False,False,False,False,31,2,False,False,False,2,False,False,1
Software Engineer,Indeed,4.3,824,False,"Collaborate with designers, product managers and other engineers to design product experiences.
 The Indeed Hiring Platform team is seeking an experienced full",False,False,True,False,True,15530,55317.0,86000,124000,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Principal Flight Software Engineer,Sierra Nevada Corporation,3.6,245,False,"Experience developing models and simulations using software and software languages such as MATLAB, Simulink, Python, or C++.",False,False,False,False,False,17303,80112.0,154787,212832,True,False,False,False,False,False,True,31,-1,True,False,False,0,True,True,0
Senior C++ Software Engineer,"VIDEON CENTRAL, INC.",3.0,1,False,"Create and analyze software architectures.
 5+ years of software development experience.
 Create working, quality software through a combination of coding,",True,True,True,False,True,1636718,16803.0,120000,180000,False,True,False,False,False,False,False,0,-1,True,False,False,2,False,False,2
Senior DevOps Engineer,Cquest,0.0,0,False,"Deploy and configure software on application servers.
 SALARY: 150K PER YEAR + BONUS*.
 Install, configure and security harden Redhat/Centos equivalent Linux.",True,False,False,False,True,14721406,55317.0,140000,150000,False,True,False,False,False,False,False,21,6,False,True,True,2,False,False,1
Embedded Software Engineer III,"SGB Enterprises, Inc.",0.0,0,True,"Proven working experience in software engineering.
 Assess third party and open source software.
 Troubleshooting/debugging new designs at both hardware and",True,True,True,False,True,6132273,37174.0,92000,110000,False,True,False,False,False,False,False,5,3,False,False,False,0,False,False,1
Clinical Program Director,EDCare,3.5,4,False,"Are you looking to work with a high quality, collaborative team within a privately held growing eating disorder company?
 Other job duties as assigned.",True,False,True,True,True,8502070,80246.0,75000,90000,True,True,False,False,False,False,False,31,3,False,False,False,0,False,False,1
Fund Developer (Part-Time /CA Remote),Californians Together,0.0,0,False,"Exempt, Half-Time, Regular Position.
 In the role of Fund Developer, you are directly responsible for identifying and qualifying various funding sources,",True,True,False,False,True,16768481,90813.0,48000,50000,False,False,True,False,False,False,False,0,-1,True,False,False,2,True,False,1
Sr Engineer (Full Stack),Ovation,0.0,0,False,"We have a flexible vacation time policy and we allow for remote working.
 You have 4+ years of experience building modern web applications and are comfortable",True,False,True,False,True,9214702,84058.0,120000,160000,False,True,False,False,False,False,False,31,3,False,False,False,1,True,False,1
"Senior Software Engineer (Javascript, NodeJS, Performance)",Cortex Consulting Services Inc,0.0,0,False,"Cortex Consulting Services is in need of a senior JavaScript engineer to work with our Client Wine.com, the candidate will need to understand JavaScript",True,False,True,False,True,166420,94108.0,120000,150000,False,True,False,False,True,False,False,19,5,False,False,False,1,True,False,1
Full Stack Staff Software Engineer - Indeed Incubator,Indeed,4.3,824,False,"Collaborate with designers, product managers and other engineers to design product experiences.
 You will be responsible for entire projects, from working with a",False,False,True,False,True,15530,55317.0,132000,192000,True,True,False,False,False,False,False,31,-1,True,False,True,2,True,True,0
Sr. Software Engineer - APIs and Microservices,loanDepot,3.1,506,True,Designs software for reliability and automated deployment by creating detailed unit tests using an appropriate testing framework.,True,False,True,False,True,16619159,55317.0,105000,140000,True,True,False,False,False,False,False,31,-1,True,False,True,1,False,False,6
Staff Software Engineer - Conversations Platform (Back-end),Indeed,4.3,824,False,"Demonstrated ability to deliver through other software engineers.
 Demonstrated success working on software engineering problems that span multiple products.",False,False,True,True,True,15530,55317.0,180000,260000,True,True,False,False,False,False,False,31,-1,True,False,True,2,True,True,0
Full Stack Engineer,CRD Recruitment,0.0,0,False,This is a fully remote role open to anyone with the experience required anywhere in the United States and reporting to the VP of Engineering.,True,False,True,False,True,18848995,55317.0,140000,200000,False,True,False,False,False,False,False,31,3,False,False,True,2,False,False,1
AWS DevOps Engineer,aquesst,0.0,0,False,"Designing the CI/CD strategy and mechanisms for dynamic software development teams.
 5+ years of experience working as part of a team developing commercial",True,True,True,False,True,20768167,55317.0,130000,170000,False,True,False,False,False,False,False,0,-1,True,True,True,2,False,False,1
Ruby on Rails Developer,Welcome Homes,0.0,0,True,"Facilitate collaboration with other engineers, product owners, and designers to solve interesting and challenging problems for delivering various features.",True,False,True,False,True,18867643,10010.0,135000,150000,False,True,False,False,False,False,False,13,2,False,False,False,1,False,False,2
Sr. Developer / Engineer (Full Stack),CIBR,0.0,0,True,"As a CIBR Ready team member, the Senior Developer will assist in the design of exciting new software for our company¡¦s products.
 C# (Ideally at least 5 years) .",True,True,False,False,True,18127513,55317.0,110000,130000,False,True,False,False,False,False,False,1,-1,True,True,True,1,True,False,1
Sr. Software Engineer - Java Spring Boot,BlueInGreen Digital,0.0,0,True,"The Sr. Software Engineer will work directly with clients and other team members including Strategy, UI/UX, QA, Project Management and other stakeholders on a",True,False,True,False,True,18092898,55317.0,125000,150000,False,True,False,False,False,False,False,15,-1,True,False,True,2,False,False,1
Ruby on Rails Developer,"Codeless, Interactive LLC",0.0,0,False,"We¡¦re a fully remote company, with team members + customers spread out on almost every time zone.
 Lead long-term direction &amp; evolution of product.",False,False,False,False,True,19892726,55317.0,160000,200000,False,True,False,False,False,False,False,26,-1,True,True,True,2,True,True,0
GCP DevOps Engineer,Verstand AI,0.0,0,False,"Experience with agile software development practices and drive to ship quickly.
 The DevOps engineers will be instrumental in significant initiatives to",True,True,True,False,True,12957842,55317.0,85089,140000,False,True,False,False,False,False,False,7,2,False,True,True,2,True,False,1
Senior Software Engineer,Glympse Bio,0.0,0,False,"We are looking for an exceptional software engineer to design and implement our computational platform, including software for laboratory operations and R&amp;D,",True,False,True,False,True,14035881,55317.0,125000,150000,False,True,False,False,False,False,False,31,-1,True,False,True,1,False,False,1
Senior Software Engineer/Team Lead,Therasoft,0.0,0,False,"NET and Microsoft SQL development experience.
 Job Types: Full-time, Part-time.
 Seattle, WA: Reliably commute or planning to relocate before starting work ",True,False,False,False,True,8659597,55317.0,80000,150000,False,True,True,False,False,False,False,12,3,False,False,True,1,False,False,1
Senior Software Engineer,Indeed,4.3,824,False,"In addition, you¡¦ll help mentor less experienced developers, apply engineering best practices, and help create a culture of software quality and operational",False,False,True,True,True,15530,55317.0,132000,192000,True,True,False,False,False,False,False,26,-1,True,False,True,0,True,True,0
Machine Learning Engineer,EnsoData,0.0,0,False,"Solid software engineering skills for prototyping.
 Collaborate with multi-displinary team of software engineers and clinicians to design and run experiments,",True,True,True,False,True,19634176,55317.0,100000,150000,False,True,False,False,False,False,False,7,3,False,True,True,2,True,True,0
Senior Developer,"CargoTel, Inc.",0.0,0,False,"This position is remote ¡V you will need your own computer and a suitable home office.
 The ideal candidate will have a strong background in Perl, with a recent",True,False,True,False,True,19761640,55317.0,73369,94000,False,True,False,False,False,False,False,31,3,False,True,True,2,False,False,2
Senior Software Engineer,Gitty Inc,0.0,0,False,We¡¦re looking for software engineers with a Bachelors degree in Computer Science from top universities and with an experience of minimum of 5 yrs designing and,True,False,False,False,True,15933441,55317.0,150000,250000,False,True,False,False,False,False,False,31,3,False,True,True,2,False,False,5
Software Engineer,Indeed,4.3,824,False,"Every week sees the new release of multiple products that meet the needs of job seekers worldwide.
 Design, develop, and maintain pipelines that create search",False,True,True,True,True,15530,55317.0,109000,159000,True,True,False,False,False,False,False,2,-1,True,True,True,2,True,True,0
Senior PHP Developer (7+ yrs exp req),Round Sky Inc,0.0,0,True,"At peak we handle 500+ connections/second, in this environment mistakes are costly and time savings for code improvement are huge.
 Temporarily due to COVID-19.",True,False,True,False,True,2372936,89119.0,60000,120000,False,True,False,False,False,False,False,13,3,False,False,False,1,True,False,2
Sr Healthcare Software Engineer,"Innovative Healthware Services, Inc.",0.0,0,False,"Code and test programming for software.
 5+ years of experience in Healthcare software development.
 Provide testing, documentation, training, and support for",True,False,True,False,True,15283282,55317.0,100000,140000,False,True,False,False,False,False,False,31,3,False,False,True,2,True,False,1
Senior Software Engineer - JAVA / Scala,IK Hofmann,3.0,110,False,"Experience with scrum or other agile software development methodology.
 Bachelor¡¦s degree and (or) a MS in Computer Science and software design and relevant",True,False,True,True,True,8308045,55317.0,120000,177000,True,True,False,False,False,False,False,31,3,False,False,True,1,True,False,11
Senior Software Developer,"Continental Finance Company, LLC",0.0,0,False,"You¡¦ll be working in the highly collaborative office developing and working with machine learning technology, surrounded by passionate, high-performing",True,False,True,True,True,8472868,19808.0,90000,115000,False,True,False,False,False,False,False,8,3,False,False,False,0,False,False,1
"Firmware Engineer, Job Posting # 131",Tomar Electronics Inc.,0.0,0,False,"Intermediate evaluation, analysis and logical construction for software creation.
 TOMAR Electronics, Inc. (www.tomar.com) seeks an experienced Firmware Engineer",True,False,True,False,True,15453709,85233.0,65000,85000,False,True,False,False,False,False,False,31,3,False,False,False,0,True,False,1
Full Stack Senior Software Engineer - Virtual Interviews Platform,Indeed,4.3,824,False,"Enjoy helping junior developers grow and develop great software.
 At the same time, you will be mentoring less experienced engineers, applying engineering best",False,False,True,True,True,15530,55317.0,109000,159000,True,True,False,False,False,False,False,31,-1,True,False,True,2,True,True,0
Senior Software Developer,W Energy Software,0.0,0,True,"Public repositories of your own software projects (Github, etc.).
 Our developers work together to build and support our web-based software applications.",True,False,True,False,True,16644213,55317.0,80000,140000,False,True,False,False,False,False,False,31,-1,True,False,True,2,False,False,3
Managing Enterprise Architect - Agile and DevOps Lead,Purple Drive Technologies,3.7,3,True,"Advanced knowledge of Agile Management tools like JIRA, Rally etc.
 Strong working knowledge of process re-engineering and its interoperability.",True,False,False,False,True,18991143,55317.0,104986,192996,False,True,False,False,False,False,False,31,27,False,True,True,2,False,False,1
Associate Software Engineer - Sports Science Web Applications,Ball Aerospace,3.7,150,False,Work with other web developers and software engineers to design creative web-based solutions to customer-driven requirements.,False,False,False,False,False,15594,45324.0,63000,78000,True,False,False,False,False,False,True,31,-1,True,False,False,0,True,True,0
Senior Software Engineer,Bluestream Health,0.0,0,False,"5+ years developing software products.
 Work closely with the Product Management team and the rest of the Development team to create new features in security",True,True,True,False,True,16890913,55317.0,120000,140000,False,True,False,False,False,False,False,2,-1,True,True,True,2,True,False,1
Sr. Robotics Software Engineer,Decide,0.0,0,True,"Good software foundational skills: clean, well-documented code; collaborative style.
 The company develops embedded software, with a focus on robotics, medical",True,False,True,False,True,11287629,55317.0,100000,140000,False,True,False,False,False,False,False,31,6,False,False,True,0,False,False,1
Lead Software Engineer,Rakuten Super Logistics,2.8,47,True,"Strong knowledge of software design patterns, object oriented design, and programming.
 Extensive and proven experience in software architecture, design,",True,False,True,False,True,7954346,89119.0,100000,110000,True,True,False,False,False,False,False,12,6,False,False,False,1,True,False,2
"Sr. Software Development Engineer, .NET Core, C#, Azure, Kafka, Full Stack",American Barcode & RFID,0.0,0,True,"We are seeking an experienced and enthusiastic senior software developer for a Architect/Developer position on our software team.
 Net Core. Java a plus.",True,False,True,False,True,4367925,85040.0,90000,120000,False,True,False,False,False,False,False,8,-1,True,False,False,0,True,False,1
Software Engineer - Resume Search,Indeed,4.3,824,False,"Experience building complex, highly scalable software systems.
 As a software engineer, you will be expected to assist and collaborate in designing new systems,",False,False,True,False,True,15530,55317.0,104000,150000,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Java Developer ¡V Remote,Toptal,4.1,25,False,"Design your full-time freelance career as a top freelance developer with Toptal.
 Plus, Toptal takes care of all the overhead, empowering you to focus on",False,False,True,False,False,7842,94104.0,50000,300000,True,True,False,False,False,False,False,29,-1,True,False,False,2,True,True,0
Embedded Software Engineer,Mars International,0.0,0,False,"Demonstrated experience with schematic capture software.
 Experience in supervising or mentoring other engineers.
 A CS, ECS or similar degree is acceptable.",True,False,True,False,True,15373933,55317.0,80000,120000,False,True,False,False,False,False,False,27,4,False,False,True,0,True,False,2
Lead Software Engineer .NET,"Olivine, Inc.",0.0,0,False,"6+ years of experience developing commercial software.
 Commercial software development: 6 years (Preferred).
 While this is a remote employment opportunity, you",True,False,True,False,True,11839928,55317.0,110000,150000,False,True,False,False,False,False,False,20,3,False,True,True,2,False,False,1
Staff Software Engineer - Lead Scoring & Routing (Backend),Indeed,4.3,824,False,"7+ years of experience in large-scale software development.
 The desire to solve tough problems with quality software at scale.",False,False,True,True,True,15530,55317.0,132000,192000,True,True,False,False,False,False,False,31,-1,True,True,True,2,True,True,0
Software Engineer (GO 5+ years exp. req.),Kronologic,0.0,0,True,"Experience building scalable software (enterprise).
 Develop and support software including applications, database integration, interfaces, and new functionality",True,False,True,False,True,16123367,78701.0,90000,160000,False,True,False,False,False,False,False,12,3,False,False,False,1,True,False,1
Senior Software Engineer - Apply Management,Indeed,4.3,824,False,"5+ years experience in software development with at least one of the following languages: Java, Javascript, C++, Python, C#.",False,False,True,True,True,15530,55317.0,109000,159000,True,True,False,False,False,False,False,31,-1,True,True,True,2,True,True,0
Reverse Software Engineer,DCI Solutions,3.0,1,False,"Job DescriptionProvide on-site support in research and development of software designed to find vulnerabilities of technology, algorithm development, script,",True,False,True,False,True,3021735,55317.0,180000,250000,False,True,False,False,True,False,False,14,3,False,False,True,0,False,False,2
"Software Engineer, TikTok Privacy",TikTok,3.8,19,False,"Data privacy engineering is a new technological territory that hasn't been well defined in our industry; by joining the team, you will have chance to refine the",True,False,True,False,True,9017914,55317.0,94901,192951,True,True,False,False,False,False,False,31,20,False,False,True,1,True,False,0
Senior Graphics Software Engineer,AtWork,3.6,385,True,"Previous leadership experience of a team of graphics engineers.
 Develop cutting edge rendering features and special effects to support the needs of internal",True,True,True,False,True,17459395,60603.0,98602,176948,True,True,False,False,False,False,False,1,-1,True,False,False,1,False,False,1
Senior Full Stack Software Engineer,Indeed,4.3,824,False,"Actively participate with an Agile team of 4-6 software engineers.
 Experience helping fellow engineers through code reviews and writing documentation.",False,False,False,False,True,15530,55317.0,109000,159000,True,True,False,False,False,False,False,29,-1,True,False,True,2,True,True,0
"Remote Software Engineer, React, Ruby OR Python, $160k",Michael Page,3.5,336,False,"Take time to help engineers solve problems, lead by example, and level up the organization as they grow.
 Work with a team to produce maintainable and scalable",False,True,True,False,True,3315,2110.0,120000,160000,True,False,False,False,False,False,True,1,-1,True,False,False,2,True,True,0
Software Engineer C#/Node.JS (Spanish-English Speaker),AlphaPoint,4.3,3,False,"JS development in conjunction with our core C# developers to enhance our blockchain integration and custody offerings.
 Fluency in Spanish and English languages.",True,True,True,False,True,15708280,55317.0,110000,150000,True,True,False,False,False,False,False,5,2,False,True,True,2,False,False,2
ERP Software Developer/Project Manager,Solution Source,0.0,0,False,"Familiarity with ERP or Accounting software.
 Install software products for clients as required.
 Train, manage and provide guidance to junior software",True,False,False,False,True,1591178,55317.0,45000,65000,False,True,False,False,False,False,False,15,3,False,False,True,0,True,False,1
Senior Software Engineer,Reaktor,5.0,6,True,"Ability to make things, and to make things happen.
 Deep compassion for people¡Xboth those around you, and those who will use the products you build.",True,False,True,False,True,5849642,55317.0,110000,150000,True,True,False,False,False,False,False,31,3,False,True,True,2,False,False,0
Software Test Engineer (CS7),"ATEC, LLC",0.0,0,False,"Able to debug software issues in Unix/Linux and Windows environments.
 Able to support software applications in Unix/Linux and Windows environments.",True,False,False,False,True,3880570,8234.0,52000,57000,False,True,False,False,False,False,False,15,2,False,False,False,1,True,False,1
Software Engineer,Indeed,4.3,824,False,"Collaborate with product managers and engineers to translate product needs into domain-driven services and APIs.
 BS or MS in Computer Science (or equivalent).",False,False,True,True,True,15530,55317.0,164000,239000,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Web Developer,"Denios, Inc.",0.0,0,True,"Reports to* DIRECTOR OF MARKETING.
 PHP - Equivalent of 3 years education and/or experience.
 Java script - Equivalent of 3 years education and/or experience.",True,False,True,False,True,11468052,40219.0,45000,55000,False,True,False,False,False,False,False,31,2,False,False,False,0,False,False,1
Senior Software Engineer,Capability Analysis & Measurement Org (CAMO),0.0,0,False,(DESIRED) General knowledge of software programming languages and databases and the ability to apply to software domain.,True,False,True,False,True,7473726,55317.0,130000,150000,False,True,False,False,False,False,False,19,3,False,False,True,0,True,False,1
"Senior Software Engineer, Frontend - Remote",Project Admission,0.0,0,False,"Job Type: Full-time | Remote.
 You will work with a veteran development team responsible for designing, implementing, and shipping new features as well as",True,False,True,False,True,9905627,55317.0,120000,150000,False,True,False,False,False,False,False,19,3,False,True,True,2,True,False,1
Senior Software Engineer - REMOTE,CPS Recruitment,3.6,40,False,"Build software tools and abstractions to reduce the effort required to integrate with a large number of 3rd party systems.
 Competitive salary $140-180K.",False,False,True,True,True,39252,13212.0,140000,180000,True,False,False,False,False,False,True,8,-1,True,False,False,2,True,True,0
